"country","sex","age_group","age_mean","year_mean","years_post_int","outcome","mean_alcohol","mean_sir","pif_joint","se","l","u"
"India","Female","35-39",37.5,12.5,"10-14 years","intracerebral_haemorrhage",0.00410966485043556,0,0.00410966485043551,NA,NA,NA
"India","Female","35-39",37.5,12.5,"10-14 years","ischaemic_stroke",0.00400992025448521,0,0.00400992025448521,NA,NA,NA
"India","Female","35-39",37.5,12.5,"10-14 years","other_pharyngeal_cancers",0.00798355134110281,0,0.00798355134110285,NA,NA,NA
"India","Female","35-39",37.5,12.5,"10-14 years","tuberculosis",0.0059412520604029,0,0.00594125206040286,NA,NA,NA
"India","Female","35-39",37.5,17.5,"15-19 years","intracerebral_haemorrhage",0.00410966485043556,0,0.00410966485043551,NA,NA,NA
"India","Female","35-39",37.5,17.5,"15-19 years","ischaemic_stroke",0.00400992025448521,0,0.00400992025448521,NA,NA,NA
"India","Female","35-39",37.5,17.5,"15-19 years","other_pharyngeal_cancers",0.00798355134110281,0,0.00798355134110285,NA,NA,NA
"India","Female","35-39",37.5,17.5,"15-19 years","tuberculosis",0.0059412520604029,0,0.00594125206040286,NA,NA,NA
"India","Female","35-39",37.5,2.5,"0-4 years","intracerebral_haemorrhage",0.00410966485043556,0,0.00410966485043551,NA,NA,NA
"India","Female","35-39",37.5,2.5,"0-4 years","ischaemic_stroke",0.00400992025448521,0,0.00400992025448521,NA,NA,NA
"India","Female","35-39",37.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","35-39",37.5,2.5,"0-4 years","tuberculosis",0.0059412520604029,0,0.00594125206040286,NA,NA,NA
"India","Female","35-39",37.5,22.5,"20-24 years","intracerebral_haemorrhage",0.00410966485043556,0,0.00410966485043551,NA,NA,NA
"India","Female","35-39",37.5,22.5,"20-24 years","ischaemic_stroke",0.00400992025448521,0,0.00400992025448521,NA,NA,NA
"India","Female","35-39",37.5,22.5,"20-24 years","other_pharyngeal_cancers",0.00798355134110281,0,0.00798355134110285,NA,NA,NA
"India","Female","35-39",37.5,22.5,"20-24 years","tuberculosis",0.0059412520604029,0,0.00594125206040286,NA,NA,NA
"India","Female","35-39",37.5,27.5,"25-29 years","intracerebral_haemorrhage",0.00410966485043556,0,0.00410966485043551,NA,NA,NA
"India","Female","35-39",37.5,27.5,"25-29 years","ischaemic_stroke",0.00400992025448521,0,0.00400992025448521,NA,NA,NA
"India","Female","35-39",37.5,27.5,"25-29 years","other_pharyngeal_cancers",0.00798355134110281,0,0.00798355134110285,NA,NA,NA
"India","Female","35-39",37.5,27.5,"25-29 years","tuberculosis",0.0059412520604029,0,0.00594125206040286,NA,NA,NA
"India","Female","35-39",37.5,7.5,"5-9 years","intracerebral_haemorrhage",0.00410966485043556,0,0.00410966485043551,NA,NA,NA
