"country","sex","age_group","age_mean","year_mean","years_post_int","outcome","mean_alcohol","mean_sir","pif_joint","se","l","u"
"India","Male","35-39",37.5,12.5,"10-14 years","intracerebral_haemorrhage",0.00201639613379632,0.0044122520849533,0.00641975137070427,NA,NA,NA
"India","Male","35-39",37.5,12.5,"10-14 years","ischaemic_stroke",0.00174645476236319,0.0044122520849533,0.00615100104865007,NA,NA,NA
"India","Male","35-39",37.5,12.5,"10-14 years","other_pharyngeal_cancers",0.0103919445930404,0.0124347810890441,0.0226975041259805,NA,NA,NA
"India","Male","35-39",37.5,12.5,"10-14 years","tuberculosis",0.00899969475978885,0.00197127897011699,0.0109532328208884,NA,NA,NA
"India","Male","35-39",37.5,17.5,"15-19 years","intracerebral_haemorrhage",0.00201639613379632,0.0044122520849533,0.00641975137070427,NA,NA,NA
"India","Male","35-39",37.5,17.5,"15-19 years","ischaemic_stroke",0.00174645476236319,0.0044122520849533,0.00615100104865007,NA,NA,NA
"India","Male","35-39",37.5,17.5,"15-19 years","other_pharyngeal_cancers",0.0103919445930404,0.0148577347571299,0.0250952785937961,NA,NA,NA
"India","Male","35-39",37.5,17.5,"15-19 years","tuberculosis",0.00899969475978885,0.00197127897011699,0.0109532328208884,NA,NA,NA
"India","Male","35-39",37.5,2.5,"0-4 years","intracerebral_haemorrhage",0.00201639613379632,0.00225024856332619,0.0042621073046194,NA,NA,NA
"India","Male","35-39",37.5,2.5,"0-4 years","ischaemic_stroke",0.00174645476236319,0.00225024856332619,0.00399277336836956,NA,NA,NA
"India","Male","35-39",37.5,2.5,"0-4 years","other_pharyngeal_cancers",0,0.00384015298338128,0.00384015298338125,NA,NA,NA
"India","Male","35-39",37.5,2.5,"0-4 years","tuberculosis",0.00899969475978885,0.00197127897011699,0.0109532328208884,NA,NA,NA
"India","Male","35-39",37.5,22.5,"20-24 years","intracerebral_haemorrhage",0.00201639613379632,0.0044122520849533,0.00641975137070427,NA,NA,NA
"India","Male","35-39",37.5,22.5,"20-24 years","ischaemic_stroke",0.00174645476236319,0.0044122520849533,0.00615100104865007,NA,NA,NA
