"location_id","location","disease","time","age_group_id","age_group","age","is_filled","gender_id","gender","measure_id","measure","mean","lower","upper"
356,"India","Diabetes mellitus",2021,6,"5-9 years",5,TRUE,1,"Male",5,"prevalence",0.0005495789669429,0.000299036934669,0.0008884750741189
356,"India","Diabetes mellitus",2021,6,"5-9 years",5,TRUE,1,"Male",6,"incidence",9.89523784552e-05,5.14998172325e-05,0.0001618285660642
356,"India","Diabetes mellitus",2021,6,"5-9 years",5,TRUE,1,"Male",15,"mortality",0.00100610952227751,0.00130993864315527,0.000908693547615797
356,"India","Diabetes mellitus",2021,6,"5-9 years",5,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",6,TRUE,1,"Male",5,"prevalence",0.0005495789669429,0.000299036934669,0.0008884750741189
356,"India","Diabetes mellitus",2021,6,"5-9 years",6,TRUE,1,"Male",6,"incidence",9.89523784552e-05,5.14998172325e-05,0.0001618285660642
356,"India","Diabetes mellitus",2021,6,"5-9 years",6,TRUE,1,"Male",15,"mortality",0.00100610952227751,0.00130993864315527,0.000908693547615797
356,"India","Diabetes mellitus",2021,6,"5-9 years",6,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",7,TRUE,1,"Male",5,"prevalence",0.0005495789669429,0.000299036934669,0.0008884750741189
356,"India","Diabetes mellitus",2021,6,"5-9 years",7,TRUE,1,"Male",6,"incidence",9.89523784552e-05,5.14998172325e-05,0.0001618285660642
356,"India","Diabetes mellitus",2021,6,"5-9 years",7,TRUE,1,"Male",15,"mortality",0.00100610952227751,0.00130993864315527,0.000908693547615797
356,"India","Diabetes mellitus",2021,6,"5-9 years",7,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",8,TRUE,1,"Male",5,"prevalence",0.0005495789669429,0.000299036934669,0.0008884750741189
356,"India","Diabetes mellitus",2021,6,"5-9 years",8,TRUE,1,"Male",6,"incidence",9.89523784552e-05,5.14998172325e-05,0.0001618285660642
356,"India","Diabetes mellitus",2021,6,"5-9 years",8,TRUE,1,"Male",15,"mortality",0.00100610952227751,0.00130993864315527,0.000908693547615797
356,"India","Diabetes mellitus",2021,6,"5-9 years",8,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",9,TRUE,1,"Male",5,"prevalence",0.0005495789669429,0.000299036934669,0.0008884750741189
356,"India","Diabetes mellitus",2021,6,"5-9 years",9,TRUE,1,"Male",6,"incidence",9.89523784552e-05,5.14998172325e-05,0.0001618285660642
356,"India","Diabetes mellitus",2021,6,"5-9 years",9,TRUE,1,"Male",15,"mortality",0.00100610952227751,0.00130993864315527,0.000908693547615797
356,"India","Diabetes mellitus",2021,6,"5-9 years",9,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",5,TRUE,2,"Female",5,"prevalence",0.0007967152358406,0.000476042205417,0.0012549744340958
356,"India","Diabetes mellitus",2021,6,"5-9 years",5,TRUE,2,"Female",6,"incidence",0.0001377332266891,8.22921817188e-05,0.0002124252837167
356,"India","Diabetes mellitus",2021,6,"5-9 years",5,TRUE,2,"Female",15,"mortality",0.00116299062921023,0.00107467456542289,0.00124361876204979
356,"India","Diabetes mellitus",2021,6,"5-9 years",5,TRUE,2,"Female",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",6,TRUE,2,"Female",5,"prevalence",0.0007967152358406,0.000476042205417,0.0012549744340958
356,"India","Diabetes mellitus",2021,6,"5-9 years",6,TRUE,2,"Female",6,"incidence",0.0001377332266891,8.22921817188e-05,0.0002124252837167
356,"India","Diabetes mellitus",2021,6,"5-9 years",6,TRUE,2,"Female",15,"mortality",0.00116299062921023,0.00107467456542289,0.00124361876204979
356,"India","Diabetes mellitus",2021,6,"5-9 years",6,TRUE,2,"Female",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",7,TRUE,2,"Female",5,"prevalence",0.0007967152358406,0.000476042205417,0.0012549744340958
356,"India","Diabetes mellitus",2021,6,"5-9 years",7,TRUE,2,"Female",6,"incidence",0.0001377332266891,8.22921817188e-05,0.0002124252837167
356,"India","Diabetes mellitus",2021,6,"5-9 years",7,TRUE,2,"Female",15,"mortality",0.00116299062921023,0.00107467456542289,0.00124361876204979
356,"India","Diabetes mellitus",2021,6,"5-9 years",7,TRUE,2,"Female",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",8,TRUE,2,"Female",5,"prevalence",0.0007967152358406,0.000476042205417,0.0012549744340958
356,"India","Diabetes mellitus",2021,6,"5-9 years",8,TRUE,2,"Female",6,"incidence",0.0001377332266891,8.22921817188e-05,0.0002124252837167
356,"India","Diabetes mellitus",2021,6,"5-9 years",8,TRUE,2,"Female",15,"mortality",0.00116299062921023,0.00107467456542289,0.00124361876204979
356,"India","Diabetes mellitus",2021,6,"5-9 years",8,TRUE,2,"Female",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,6,"5-9 years",9,TRUE,2,"Female",5,"prevalence",0.0007967152358406,0.000476042205417,0.0012549744340958
356,"India","Diabetes mellitus",2021,6,"5-9 years",9,TRUE,2,"Female",6,"incidence",0.0001377332266891,8.22921817188e-05,0.0002124252837167
356,"India","Diabetes mellitus",2021,6,"5-9 years",9,TRUE,2,"Female",15,"mortality",0.00116299062921023,0.00107467456542289,0.00124361876204979
356,"India","Diabetes mellitus",2021,6,"5-9 years",9,TRUE,2,"Female",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,7,"10-14 years",10,TRUE,1,"Male",5,"prevalence",0.0010253652368733,0.0006323881852872,0.0015936768746531
356,"India","Diabetes mellitus",2021,7,"10-14 years",10,TRUE,1,"Male",6,"incidence",9.06409397091e-05,3.6349693944e-05,0.000162584740437
356,"India","Diabetes mellitus",2021,7,"10-14 years",10,TRUE,1,"Male",15,"mortality",0.000769549915088649,0.000916173595619014,0.000734415357192906
356,"India","Diabetes mellitus",2021,7,"10-14 years",10,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,7,"10-14 years",11,TRUE,1,"Male",5,"prevalence",0.0010253652368733,0.0006323881852872,0.0015936768746531
356,"India","Diabetes mellitus",2021,7,"10-14 years",11,TRUE,1,"Male",6,"incidence",9.06409397091e-05,3.6349693944e-05,0.000162584740437
356,"India","Diabetes mellitus",2021,7,"10-14 years",11,TRUE,1,"Male",15,"mortality",0.000769549915088649,0.000916173595619014,0.000734415357192906
356,"India","Diabetes mellitus",2021,7,"10-14 years",11,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,7,"10-14 years",12,TRUE,1,"Male",5,"prevalence",0.0010253652368733,0.0006323881852872,0.0015936768746531
356,"India","Diabetes mellitus",2021,7,"10-14 years",12,TRUE,1,"Male",6,"incidence",9.06409397091e-05,3.6349693944e-05,0.000162584740437
356,"India","Diabetes mellitus",2021,7,"10-14 years",12,TRUE,1,"Male",15,"mortality",0.000769549915088649,0.000916173595619014,0.000734415357192906
356,"India","Diabetes mellitus",2021,7,"10-14 years",12,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,7,"10-14 years",13,TRUE,1,"Male",5,"prevalence",0.0010253652368733,0.0006323881852872,0.0015936768746531
356,"India","Diabetes mellitus",2021,7,"10-14 years",13,TRUE,1,"Male",6,"incidence",9.06409397091e-05,3.6349693944e-05,0.000162584740437
356,"India","Diabetes mellitus",2021,7,"10-14 years",13,TRUE,1,"Male",15,"mortality",0.000769549915088649,0.000916173595619014,0.000734415357192906
356,"India","Diabetes mellitus",2021,7,"10-14 years",13,TRUE,1,"Male",7,"remission",0,0,0
356,"India","Diabetes mellitus",2021,7,"10-14 years",14,TRUE,1,"Male",5,"prevalence",0.0010253652368733,0.0006323881852872,0.0015936768746531
356,"India","Diabetes mellitus",2021,7,"10-14 years",14,TRUE,1,"Male",6,"incidence",9.06409397091e-05,3.6349693944e-05,0.000162584740437
356,"India","Diabetes mellitus",2021,7,"10-14 years",14,TRUE,1,"Male",15,"mortality",0.000769549915088649,0.000916173595619014,0.000734415357192906
356,"India","Diabetes mellitus",2021,7,"10-14 years",14,TRUE,1,"Male",7,"remission",0,0,0
